OBS,solar.time,UTC,MST,battery,water.temp,DO.obs,DO.sat,Q
250,1594822140,           2020-07-15 14:09:00,           2020-07-15 08:09:00,3.13,14.004,7.906,76.721031,0.978
251,1594822740,           2020-07-15 14:19:00,           2020-07-15 08:19:00,3.13,14.047,7.97,77.41514,0.977
252,1594823340,           2020-07-15 14:29:00,           2020-07-15 08:29:00,3.13,14.039,8.053,78.207613,0.977
253,1594823940,           2020-07-15 14:39:00,           2020-07-15 08:39:00,3.13,14.056,8.132,79.004298,0.977
254,1594824540,           2020-07-15 14:49:00,           2020-07-15 08:49:00,3.13,14.1,8.208,79.819648,0.976
255,1594825140,           2020-07-15 14:59:00,           2020-07-15 08:59:00,3.13,14.126,8.302,80.779786,0.977
256,1594825740,           2020-07-15 15:09:00,           2020-07-15 09:09:00,3.13,14.178,8.373,81.563479,0.976
257,1594826340,           2020-07-15 15:19:00,           2020-07-15 09:19:00,3.13,14.204,8.449,82.35067,0.975
258,1594826940,           2020-07-15 15:29:00,           2020-07-15 09:29:00,3.13,14.273,8.525,83.216919,0.975
259,1594827540,           2020-07-15 15:39:00,           2020-07-15 09:39:00,3.13,14.316,8.606,84.086571,0.974
260,1594828140,           2020-07-15 15:49:00,           2020-07-15 09:49:00,3.12,14.394,8.68,84.95412,0.974
261,1594828740,           2020-07-15 15:59:00,           2020-07-15 09:59:00,3.12,14.463,8.762,85.885775,0.974
262,1594829340,           2020-07-15 16:09:00,           2020-07-15 10:09:00,3.12,14.541,8.842,86.817255,0.973
263,1594829940,           2020-07-15 16:19:00,           2020-07-15 10:19:00,3.13,14.636,8.916,87.724833,0.973
264,1594830540,           2020-07-15 16:29:00,           2020-07-15 10:29:00,3.13,14.74,8.994,88.692239,0.973
265,1594831140,           2020-07-15 16:39:00,           2020-07-15 10:39:00,3.13,14.843,9.065,89.592084,0.973
266,1594831740,           2020-07-15 16:49:00,           2020-07-15 10:49:00,3.13,14.955,9.119,90.344324,0.972
267,1594832340,           2020-07-15 16:59:00,           2020-07-15 10:59:00,3.13,15.067,9.193,91.297887,0.972
268,1594832940,           2020-07-15 17:09:00,           2020-07-15 11:09:00,3.13,15.144,9.284,92.354736,0.973
269,1594833540,           2020-07-15 17:19:00,           2020-07-15 11:19:00,3.12,15.29,9.338,93.184051,0.972
270,1594834140,           2020-07-15 17:29:00,           2020-07-15 11:29:00,3.12,15.385,9.398,93.974204,0.972
271,1594834740,           2020-07-15 17:39:00,           2020-07-15 11:39:00,3.12,15.496,9.47,94.919624,0.972
272,1594835340,           2020-07-15 17:49:00,           2020-07-15 11:49:00,3.12,15.608,9.539,95.840489,0.972
273,1594835940,           2020-07-15 17:59:00,           2020-07-15 11:59:00,3.13,15.727,9.586,96.557626,0.972
274,1594836540,           2020-07-15 18:09:00,           2020-07-15 12:09:00,3.13,15.821,9.658,97.477872,0.973
275,1594837140,           2020-07-15 18:19:00,           2020-07-15 12:19:00,3.13,15.915,9.691,98.006692,0.972
276,1594837740,           2020-07-15 18:29:00,           2020-07-15 12:29:00,3.13,16.009,9.775,99.053726,0.973
277,1594838340,           2020-07-15 18:39:00,           2020-07-15 12:39:00,3.13,16.146,9.793,99.524686,0.972
278,1594838940,           2020-07-15 18:49:00,           2020-07-15 12:49:00,3.12,16.256,9.862,100.459367,0.974
279,1594839540,           2020-07-15 18:59:00,           2020-07-15 12:59:00,3.12,16.359,9.897,101.035359,0.973
280,1594840140,           2020-07-15 19:09:00,           2020-07-15 13:09:00,3.12,16.486,9.929,101.633646,0.973
281,1594840740,           2020-07-15 19:19:00,           2020-07-15 13:19:00,3.12,16.588,9.968,102.251957,0.973
282,1594841340,           2020-07-15 19:29:00,           2020-07-15 13:29:00,3.12,16.724,10.013,103.007173,0.974
283,1594841940,           2020-07-15 19:39:00,           2020-07-15 13:39:00,3.12,16.826,10.045,103.557386,0.974
284,1594842540,           2020-07-15 19:49:00,           2020-07-15 13:49:00,3.12,16.928,10.069,104.026451,0.974
285,1594843140,           2020-07-15 19:59:00,           2020-07-15 13:59:00,3.12,17.063,10.078,104.413187,0.973
286,1594843740,           2020-07-15 20:09:00,           2020-07-15 14:09:00,3.12,17.173,10.104,104.922655,0.973
287,1594844340,           2020-07-15 20:19:00,           2020-07-15 14:19:00,3.12,17.292,10.115,105.297027,0.973
288,1594844940,           2020-07-15 20:29:00,           2020-07-15 14:29:00,3.12,17.402,10.134,105.735851,0.973
289,1594845540,           2020-07-15 20:39:00,           2020-07-15 14:39:00,3.12,17.512,10.151,106.154774,0.973
290,1594846140,           2020-07-15 20:49:00,           2020-07-15 14:49:00,3.12,17.613,10.17,106.575764,0.973
291,1594846740,           2020-07-15 20:59:00,           2020-07-15 14:59:00,3.12,17.723,10.181,106.93351,0.974
292,1594847340,           2020-07-15 21:09:00,           2020-07-15 15:09:00,3.12,17.824,10.198,107.335165,0.974
293,1594847940,           2020-07-15 21:19:00,           2020-07-15 15:19:00,3.12,17.908,10.198,107.520784,0.974
294,1594848540,           2020-07-15 21:29:00,           2020-07-15 15:29:00,3.12,18.009,10.195,107.712357,0.974
295,1594849140,           2020-07-15 21:39:00,           2020-07-15 15:39:00,3.12,18.085,10.189,107.816881,0.973
296,1594849740,           2020-07-15 21:49:00,           2020-07-15 15:49:00,3.12,18.178,10.183,107.958816,0.973
297,1594850340,           2020-07-15 21:59:00,           2020-07-15 15:59:00,3.12,18.27,10.19,108.236461,0.974
298,1594850940,           2020-07-15 22:09:00,           2020-07-15 16:09:00,3.12,18.346,10.172,108.21308,0.973
299,1594851540,           2020-07-15 22:19:00,           2020-07-15 16:19:00,3.12,18.439,10.173,108.429158,0.974
300,1594852140,           2020-07-15 22:29:00,           2020-07-15 16:29:00,3.12,18.514,10.141,108.253296,0.974
301,1594852740,           2020-07-15 22:39:00,           2020-07-15 16:39:00,3.12,18.581,10.129,108.272655,0.973
302,1594853340,           2020-07-15 22:49:00,           2020-07-15 16:49:00,3.12,18.632,10.124,108.331422,0.974
303,1594853940,           2020-07-15 22:59:00,           2020-07-15 16:59:00,3.12,18.691,10.078,107.968455,0.973
304,1594854540,           2020-07-15 23:09:00,           2020-07-15 17:09:00,3.12,18.733,10.062,107.888927,0.973
305,1594855140,           2020-07-15 23:19:00,           2020-07-15 17:19:00,3.12,18.791,10.038,107.758199,0.974
306,1594855740,           2020-07-15 23:29:00,           2020-07-15 17:29:00,3.11,18.859,9.982,107.304687,0.973
307,1594856340,           2020-07-15 23:39:00,           2020-07-15 17:39:00,3.11,18.859,9.949,106.949943,0.973
308,1594856940,           2020-07-15 23:49:00,           2020-07-15 17:49:00,3.11,18.909,9.908,106.616986,0.973
309,1594857540,           2020-07-15 23:59:00,           2020-07-15 17:59:00,3.12,18.926,9.876,106.309177,0.973
310,1594858140,           2020-07-16 00:09:00,           2020-07-15 18:09:00,3.11,18.942,9.833,105.880545,0.973
311,1594858740,           2020-07-16 00:19:00,           2020-07-15 18:19:00,3.12,18.959,9.798,105.539919,0.974
312,1594859340,           2020-07-16 00:29:00,           2020-07-15 18:29:00,3.12,18.959,9.742,104.936711,0.973
313,1594859940,           2020-07-16 00:39:00,           2020-07-15 18:39:00,3.12,18.951,9.691,104.370488,0.973
314,1594860540,           2020-07-16 00:49:00,           2020-07-15 18:49:00,3.12,18.951,9.64,103.821226,0.974
315,1594861140,           2020-07-16 00:59:00,           2020-07-15 18:59:00,3.12,18.951,9.572,103.088877,0.974
316,1594861740,           2020-07-16 01:09:00,           2020-07-15 19:09:00,3.11,18.909,9.52,102.441835,0.975
317,1594862340,           2020-07-16 01:19:00,           2020-07-15 19:19:00,3.11,18.875,9.448,101.597171,0.975
318,1594862940,           2020-07-16 01:29:00,           2020-07-15 19:29:00,3.11,18.842,9.371,100.701891,0.975
319,1594863540,           2020-07-16 01:39:00,           2020-07-15 19:39:00,3.11,18.808,9.3,99.870136,0.976
320,1594864140,           2020-07-16 01:49:00,           2020-07-15 19:49:00,3.12,18.749,9.228,98.97854,0.976
321,1594864740,           2020-07-16 01:59:00,           2020-07-15 19:59:00,3.12,18.707,9.14,97.951191,0.976
322,1594865340,           2020-07-16 02:09:00,           2020-07-15 20:09:00,3.12,18.649,9.065,97.033135,0.977
323,1594865940,           2020-07-16 02:19:00,           2020-07-15 20:19:00,3.12,18.598,8.975,95.970276,0.977
324,1594866540,           2020-07-16 02:29:00,           2020-07-15 20:29:00,3.12,18.581,8.875,94.868181,0.977
325,1594867140,           2020-07-16 02:39:00,           2020-07-15 20:39:00,3.12,18.539,8.78,93.772562,0.977
326,1594867740,           2020-07-16 02:49:00,           2020-07-15 20:49:00,3.12,18.489,8.688,92.695606,0.977
327,1594868340,           2020-07-16 02:59:00,           2020-07-15 20:59:00,3.12,18.464,8.594,91.646014,0.977
328,1594868940,           2020-07-16 03:09:00,           2020-07-15 21:09:00,3.12,18.405,8.49,90.428174,0.977
329,1594869540,           2020-07-16 03:19:00,           2020-07-15 21:19:00,3.12,18.338,8.389,89.23037,0.976
330,1594870140,           2020-07-16 03:29:00,           2020-07-15 21:29:00,3.12,18.27,8.302,88.182443,0.977
331,1594870740,           2020-07-16 03:39:00,           2020-07-15 21:39:00,3.12,18.203,8.212,87.107079,0.977
332,1594871340,           2020-07-16 03:49:00,           2020-07-15 21:49:00,3.12,18.169,8.12,86.071308,0.978
333,1594871940,           2020-07-16 03:59:00,           2020-07-15 21:59:00,3.12,18.102,8.04,85.106464,0.977
334,1594872540,           2020-07-16 04:09:00,           2020-07-15 22:09:00,3.12,18.043,7.955,84.104922,0.977
335,1594873140,           2020-07-16 04:19:00,           2020-07-15 22:19:00,3.12,17.992,7.867,83.087544,0.977
336,1594873740,           2020-07-16 04:29:00,           2020-07-15 22:29:00,3.12,17.908,7.799,82.227358,0.977
337,1594874340,           2020-07-16 04:39:00,           2020-07-15 22:39:00,3.12,17.849,7.732,81.422101,0.977
338,1594874940,           2020-07-16 04:49:00,           2020-07-15 22:49:00,3.11,17.799,7.679,80.780801,0.977
339,1594875540,           2020-07-16 04:59:00,           2020-07-15 22:59:00,3.12,17.756,7.627,80.162738,0.978
340,1594876140,           2020-07-16 05:09:00,           2020-07-15 23:09:00,3.12,17.689,7.573,79.485298,0.977
341,1594876740,           2020-07-16 05:19:00,           2020-07-15 23:19:00,3.12,17.621,7.517,78.786864,0.977
342,1594877340,           2020-07-16 05:29:00,           2020-07-15 23:29:00,3.12,17.579,7.465,78.17398,0.977
343,1594877940,           2020-07-16 05:39:00,           2020-07-15 23:39:00,3.12,17.528,7.426,77.68361,0.978
344,1594878540,           2020-07-16 05:49:00,           2020-07-15 23:49:00,3.12,17.469,7.382,77.129092,0.977
345,1594879140,           2020-07-16 05:59:00,           2020-07-15 23:59:00,3.12,17.436,7.345,76.690074,0.977
346,1594879740,           2020-07-16 06:09:00,           2020-07-16 00:09:00,3.12,17.385,7.314,76.285723,0.978
347,1594880340,           2020-07-16 06:19:00,           2020-07-16 00:19:00,3.12,17.334,7.285,75.90291,0.978
348,1594880940,           2020-07-16 06:29:00,           2020-07-16 00:29:00,3.12,17.283,7.254,75.499939,0.978
349,1594881540,           2020-07-16 06:39:00,           2020-07-16 00:39:00,3.12,17.224,7.216,75.012412,0.977
350,1594882140,           2020-07-16 06:49:00,           2020-07-16 00:49:00,3.12,17.173,7.2,74.766738,0.978
351,1594882740,           2020-07-16 06:59:00,           2020-07-16 00:59:00,3.12,17.123,7.181,74.491864,0.978
352,1594883340,           2020-07-16 07:09:00,           2020-07-16 01:09:00,3.12,17.063,7.159,74.170868,0.977
353,1594883940,           2020-07-16 07:19:00,           2020-07-16 01:19:00,3.12,17.012,7.141,73.905732,0.977
354,1594884540,           2020-07-16 07:29:00,           2020-07-16 01:29:00,3.12,16.962,7.134,73.756273,0.978
355,1594885140,           2020-07-16 07:39:00,           2020-07-16 01:39:00,3.12,16.911,7.112,73.450527,0.977
356,1594885740,           2020-07-16 07:49:00,           2020-07-16 01:49:00,3.12,16.86,7.109,73.341299,0.978
357,1594886340,           2020-07-16 07:59:00,           2020-07-16 01:59:00,3.12,16.817,7.095,73.131037,0.977
358,1594886940,           2020-07-16 08:09:00,           2020-07-16 02:09:00,3.12,16.775,7.088,72.994662,0.978
359,1594887540,           2020-07-16 08:19:00,           2020-07-16 02:19:00,3.12,16.733,7.076,72.80698,0.977
360,1594888140,           2020-07-16 08:29:00,           2020-07-16 02:29:00,3.12,16.682,7.069,72.657208,0.977
361,1594888740,           2020-07-16 08:39:00,           2020-07-16 02:39:00,3.12,16.614,7.072,72.584362,0.978
362,1594889340,           2020-07-16 08:49:00,           2020-07-16 02:49:00,3.12,16.588,7.061,72.431889,0.978
363,1594889940,           2020-07-16 08:59:00,           2020-07-16 02:59:00,3.12,16.512,7.065,72.357205,0.977
364,1594890540,           2020-07-16 09:09:00,           2020-07-16 03:09:00,3.12,16.478,7.054,72.192872,0.977
365,1594891140,           2020-07-16 09:19:00,           2020-07-16 03:19:00,3.12,16.401,7.062,72.157612,0.977
366,1594891740,           2020-07-16 09:29:00,           2020-07-16 03:29:00,3.12,16.359,7.06,72.073319,0.978
367,1594892340,           2020-07-16 09:39:00,           2020-07-16 03:39:00,3.12,16.299,7.058,71.961722,0.977
368,1594892940,           2020-07-16 09:49:00,           2020-07-16 03:49:00,3.12,16.239,7.067,71.962212,0.978
369,1594893540,           2020-07-16 09:59:00,           2020-07-16 03:59:00,3.12,16.188,7.061,71.823617,0.977
370,1594894140,           2020-07-16 10:09:00,           2020-07-16 04:09:00,3.12,16.129,7.072,71.845736,0.978
371,1594894740,           2020-07-16 10:19:00,           2020-07-16 04:19:00,3.12,16.06,7.077,71.791498,0.978
372,1594895340,           2020-07-16 10:29:00,           2020-07-16 04:29:00,3.12,16.018,7.078,71.737715,0.978
373,1594895940,           2020-07-16 10:39:00,           2020-07-16 04:39:00,3.12,15.941,7.08,71.640782,0.978
374,1594896540,           2020-07-16 10:49:00,           2020-07-16 04:49:00,3.12,15.898,7.079,71.565238,0.978
375,1594897140,           2020-07-16 10:59:00,           2020-07-16 04:59:00,3.12,15.83,7.088,71.552653,0.978
376,1594897740,           2020-07-16 11:09:00,           2020-07-16 05:09:00,3.12,15.77,7.1,71.582277,0.978
377,1594898340,           2020-07-16 11:19:00,           2020-07-16 05:19:00,3.12,15.702,7.102,71.498724,0.978
378,1594898940,           2020-07-16 11:29:00,           2020-07-16 05:29:00,3.12,15.642,7.101,71.397179,0.978
379,1594899540,           2020-07-16 11:39:00,           2020-07-16 05:39:00,3.12,15.573,7.121,71.492804,0.978
380,1594900140,           2020-07-16 11:49:00,           2020-07-16 05:49:00,3.12,15.505,7.119,71.368847,0.978
381,1594900740,           2020-07-16 11:59:00,           2020-07-16 05:59:00,3.12,15.436,7.135,71.423639,0.978
382,1594901340,           2020-07-16 12:09:00,           2020-07-16 06:09:00,3.12,15.359,7.149,71.445735,0.978
383,1594901940,           2020-07-16 12:19:00,           2020-07-16 06:19:00,3.12,15.299,7.166,71.523453,0.978
384,1594902540,           2020-07-16 12:29:00,           2020-07-16 06:29:00,3.12,15.23,7.197,71.72643,0.978
385,1594903140,           2020-07-16 12:39:00,           2020-07-16 06:39:00,3.12,15.187,7.206,71.749732,0.977
386,1594903740,           2020-07-16 12:49:00,           2020-07-16 06:49:00,3.12,15.11,7.242,71.988728,0.977
387,1594904340,           2020-07-16 12:59:00,           2020-07-16 06:59:00,3.12,15.084,7.275,72.276253,0.977
388,1594904940,           2020-07-16 13:09:00,           2020-07-16 07:09:00,3.12,15.033,7.323,72.673156,0.978
389,1594905540,           2020-07-16 13:19:00,           2020-07-16 07:19:00,3.12,14.998,7.36,72.985193,0.977
390,1594906140,           2020-07-16 13:29:00,           2020-07-16 07:29:00,3.12,14.964,7.419,73.51627,0.977
391,1594906740,           2020-07-16 13:39:00,           2020-07-16 07:39:00,3.12,14.938,7.485,74.128624,0.977
392,1594907340,           2020-07-16 13:49:00,           2020-07-16 07:49:00,3.12,14.921,7.547,74.715192,0.977
393,1594907940,           2020-07-16 13:59:00,           2020-07-16 07:59:00,3.12,14.912,7.609,75.314337,0.977
394,1594908540,           2020-07-16 14:09:00,           2020-07-16 08:09:00,3.12,14.929,7.683,76.074744,0.977
395,1594909140,           2020-07-16 14:19:00,           2020-07-16 08:19:00,3.12,14.947,7.754,76.807635,0.976
396,1594909740,           2020-07-16 14:29:00,           2020-07-16 08:29:00,3.12,14.938,7.849,77.733543,0.977
397,1594910340,           2020-07-16 14:39:00,           2020-07-16 08:39:00,3.12,14.972,7.919,78.484424,0.976
398,1594910940,           2020-07-16 14:49:00,           2020-07-16 08:49:00,3.12,14.99,8.01,79.417179,0.976
399,1594911540,           2020-07-16 14:59:00,           2020-07-16 08:59:00,3.12,15.041,8.087,80.268913,0.975
400,1594912140,           2020-07-16 15:09:00,           2020-07-16 09:09:00,3.12,15.067,8.185,81.287197,0.975
401,1594912740,           2020-07-16 15:19:00,           2020-07-16 09:19:00,3.12,15.136,8.269,82.243619,0.975
402,1594913340,           2020-07-16 15:29:00,           2020-07-16 09:29:00,3.12,15.179,8.354,83.165984,0.974
403,1594913940,           2020-07-16 15:39:00,           2020-07-16 09:39:00,3.12,15.265,8.443,84.207591,0.975
404,1594914540,           2020-07-16 15:49:00,           2020-07-16 09:49:00,3.12,15.325,8.521,85.095126,0.974
405,1594915140,           2020-07-16 15:59:00,           2020-07-16 09:59:00,3.12,15.411,8.606,86.102677,0.973
406,1594915740,           2020-07-16 16:09:00,           2020-07-16 10:09:00,3.12,15.505,8.683,87.048139,0.973
407,1594916340,           2020-07-16 16:19:00,           2020-07-16 10:19:00,3.12,15.59,8.766,88.040116,0.972
