site,date,DO.obs,DO.sat,depth,discharge,temp.water,light
GC,2020-09-01,8.56151304347826,8.648466383956162,0.4960962813951754,8.836023789294817,14.416463995726495,628.3284130152067
GC,2020-09-02,8.549553472222222,8.401205616063857,0.4938608670696834,8.722741433021806,15.634249603174602,622.7000748557867
GC,2020-09-03,8.526411111111111,8.314077259508784,0.4881885128807816,8.43953554233928,16.324234722222222,617.009299038895
GC,2020-09-04,8.528994444444445,8.268388148211946,0.4841438393864161,8.241291418861511,16.721494444444446,611.3005453000093
GC,2020-09-05,8.56572361111111,8.292183725371462,0.4829766209780994,8.184650240725006,16.440615277777777,605.6487415797986
GC,2020-09-06,8.740768055555556,8.350588226456365,0.481215907558924,8.09968847352025,16.182633333333335,599.9396697710579
GC,2020-09-07,8.65976388888889,9.098208137691522,0.4841438393864161,8.241291418861511,12.406044444444444,594.1748450997425
GC,2020-09-08,9.938523611111112,9.601110720571183,0.4938608670696834,8.722741433021806,10.312330555555555,588.3558353458822
GC,2020-09-09,9.633169444444444,9.234371254279724,0.5021491670133071,9.147550269045595,11.857676388888889,582.5195064452878
GC,2020-09-10,9.29726111111111,8.943529591418615,0.5037766380406674,9.232512036250354,13.120084722222222,576.6958894054395
GC,2020-09-11,9.228715277777777,8.787573824269268,0.4999638490180434,9.034267912772584,13.70428888888889,570.8234760275838
GC,2020-09-12,9.179136111111111,8.645925635723271,0.49498091783007175,8.779382611158312,14.410680555555556,564.9486129982479
GC,2020-09-13,9.265506944444445,8.849285492846809,0.4932990682980154,8.694420843953553,13.365675,559.04781611007
GC,2020-09-14,9.382138888888889,9.14064165404389,0.492736078787221,8.6661002548853,11.906133333333333,553.1543789301211
GC,2020-09-15,9.938041666666667,9.134792446009211,0.49498091783007175,8.779382611158312,12.140044444444445,547.2689119652703
GC,2020-09-16,9.866897222222223,9.145131630016753,0.4932990682980154,8.694420843953553,12.1153375,541.3440380481463
GC,2020-09-17,9.803247222222222,9.143001779635071,0.4944214814744808,8.751062022090059,12.03942638888889,535.3816618988105
GC,2020-09-18,9.575319444444444,9.036799038144073,0.4960962813951754,8.836023789294817,12.279076388888889,529.3837326300252
GC,2020-09-19,8.756629166666666,8.99478923999284,0.5016044941010699,9.119229679977344,12.418834722222222,523.4323511536943
GC,2020-09-20,9.622695833333333,9.089257642326544,0.5117712638474442,9.657320872274145,12.135930555555555,517.5345039814505
GC,2020-09-21,9.642706944444445,9.123284375715752,0.5138644187097438,9.770603228547154,11.997772222222222,511.60725485575534
GC,2020-09-22,9.281198611111112,9.264901931773673,0.5128198246011119,9.713962050410649,11.23252361111111,505.6526603937966
GC,2020-09-23,9.679437731481482,9.173565104521971,0.5154239550975348,9.85556499575191,11.689207638888888,499.6728147573515
GC,2020-09-24,8.973857638888889,9.331732397947723,0.5169747769992104,9.940526762956669,10.755333333333333,493.75445661026845
GC,2020-09-25,9.805177083333334,9.68343966861247,0.5169747769992104,9.940526762956669,9.167690972222221,487.8300314659073
GC,2020-09-26,9.62154861111111,9.483468801122658,0.5241002493749218,10.337015009912204,10.175670138888888,481.8865353005949
GC,2020-09-27,9.768309027777777,9.499977138065635,0.5325176917002801,10.8184650240725,10.613197916666667,475.97582648999514
GC,2020-09-28,9.881552083333334,9.629680990074862,0.5334918538018519,10.875106202209006,10.179729166666666,470.0666240025199
GC,2020-09-29,9.578565972222222,9.406475388366154,0.5363946977955832,11.04502973661852,10.990805555555555,464.24003913183077
GC,2020-09-30,9.52954861111111,9.366133281465135,0.5373558574205268,11.101670914755026,11.282975694444444,458.4060155088866
GC,2020-10-01,9.678243055555555,9.476928637998906,0.5359129162220194,11.016709147550268,10.715555555555556,452.56364142880926
GC,2020-10-02,9.600559027777777,9.315199269850776,0.5363946977955832,11.04502973661852,11.324461805555556,446.7151665407016
GC,2020-10-03,9.732982638888888,9.264525467413712,0.5368756770674635,11.073350325686771,11.497086805555556,440.8631028517119
GC,2020-10-04,10.099302083333333,9.266417357477676,0.5344627235152835,10.931747380345511,11.2775625,435.1360562526092
GC,2020-10-05,9.583385416666667,9.286756197343466,0.5349469325228333,10.960067969413764,11.38490625,429.4444993932593
GC,2020-10-06,9.560006944444444,9.20351215273682,0.5334918538018519,10.875106202209006,11.709291666666667,423.7553443221864
GC,2020-10-07,9.608611111111111,9.160844066297418,0.5339776984417521,10.903426791277258,11.750263888888888,418.07086529880155
GC,2020-10-08,9.443204861111111,9.19922713757619,0.5349469325228333,10.960067969413764,11.302954861111111,412.3933467346122
GC,2020-10-09,9.573690972222222,9.34599647303659,0.5344627235152835,10.931747380345511,10.710318803418803,406.808218367298
GC,2020-10-10,9.39631875,9.519673378889186,0.5378352422147901,11.12999150382328,9.540055555555556,401.2424359477759
GC,2020-10-11,9.925229861111111,9.949827706260692,0.5421144485778664,11.384876805437552,8.014646527777778,395.71306023092853
GC,2020-10-12,10.078529861111111,9.9145803048106,0.5472608515295114,11.696403285188332,8.234871527777777,390.24291617513603
GC,2020-10-13,9.927519444444444,10.227574804531695,0.5527744858503902,12.036250354007365,6.957546527777778,384.79021982681974
GC,2020-10-14,10.198127777777778,10.357881979650736,0.5630658247830995,12.687623902577172,6.745313888888889,379.4112729323795
GC,2020-10-15,10.488004861111111,10.431995474587367,0.5814205612681558,13.905409232512037,6.774747916666667,374.08648748408683
GC,2020-10-16,10.015256944444445,10.50676943183522,0.5963946469023964,14.953271028037385,6.003740972222222,368.7847697274941
GC,2020-10-17,10.046097222222222,10.573799077706404,0.621127855688622,16.7941093174738,5.7305013888888885,363.5083156748225
GC,2020-10-18,10.565063888888888,10.90203611860363,0.6258601245949666,17.162276975361085,4.538470833333333,358.2856522540891
GC,2020-10-19,9.8892,10.828281907127948,0.6389777037462122,18.21013877088643,4.707365454545454,147.77773518048355
GC,2021-06-14,7.7062865497076025,7.602239420215519,0.6799677118514046,21.75021240441801,20.23314619883041,542.1707738327777
GC,2021-06-15,7.999100840336134,7.599525315328006,0.6615341765044213,20.10761823845936,20.358205602240897,849.5311469763762
GC,2021-06-16,8.216602777777778,8.25515442394847,0.6372342370413904,18.06853582554517,16.83017037037037,850.3121397271226
GC,2021-06-17,8.309106481481482,8.198707938582801,0.6181820877307813,16.567544604927782,17.024792592592593,850.9914359860359
GC,2021-06-18,8.341614351851852,8.049014612539132,0.5920161494259295,14.641744548286605,17.909856018518518,851.5690814193503
GC,2021-06-19,8.32643425925926,8.132931326425457,0.5834860139624934,14.0470121778533,17.318537037037036,852.0451177944128
GC,2021-06-20,8.309856481481482,8.43085983392555,0.5834860139624934,14.0470121778533,15.598663888888888,852.4195826381964
GC,2021-06-21,8.725619907407408,8.259696810263092,0.5879828372525199,14.358538657604075,16.76163796296296,852.6925089196055
GC,2021-06-22,8.092369444444444,7.825852796345364,0.5738696579788471,13.395638629283487,19.263620833333334,852.8639248104989
GC,2021-06-23,7.589895833333333,7.856360784133005,0.5568436469154928,12.291135655621636,18.970760185185185,852.9338534870254
GC,2021-06-24,7.770715740740741,8.043376075839923,0.5604148800134479,12.517700368167658,17.88368101851852,852.902312995982
GC,2021-06-25,7.478310185185185,7.97558827044712,0.5613011129314733,12.57434154630416,18.277342592592593,852.7693161727842
GC,2021-06-26,7.4431259259259255,7.856771761734018,0.550947982824076,11.922967997734352,19.041996296296297,852.534870617503
GC,2021-06-27,7.413033796296296,7.8218152412195545,0.5435269989220375,11.46983857264231,19.25747962962963,852.2080367455937
GC,2021-06-28,7.228933796296296,7.600142019806161,0.5339776984417521,10.903426791277258,20.75957222222222,851.7852762122577
GC,2021-06-29,7.00789212962963,7.489153917452559,0.5180038775225964,9.997167941093174,21.455773611111113,851.2625028797692
GC,2021-06-30,6.979940551346801,7.42589893675493,0.5086013940848984,9.487397337864628,21.948269708994708,850.6396891615334
GC,2021-07-01,7.025966666666666,7.565131569053153,0.4944214814744808,8.751062022090059,20.901795833333335,849.916802585339
GC,2021-07-02,7.393529166666666,7.585886356131945,0.49498091783007175,8.779382611158312,20.854806944444444,849.0938061094629
GC,2021-07-03,7.232190277777778,7.439493203083167,0.4960962813951754,8.836023789294817,21.767658333333333,848.1706584982004
GC,2021-07-04,7.314790277777778,7.56602443222252,0.48530585499272294,8.297932596998017,20.920308333333335,847.1473147488324
GC,2021-07-05,7.513625,7.580788991754231,0.47586063846747945,7.844803171905975,20.820575,846.0237265744212
GC,2021-07-06,7.5390902777777775,7.545405254757106,0.4648007083217196,7.335032568677428,21.06032777777778,844.7998429371411
GC,2021-07-07,7.572329166666667,7.79283603125338,0.4551958594787406,6.910223732653638,19.25910972222222,843.4756106358788
